cloverItemId,name,priceCAD,recordType,suggestedCloverCategory,suggestedSiteCategory,cloverChange,confidence,brand,cleanNameFr,reason,action
Z12618SFAXVFG,PT2922 Grotte pour Tortues Terrestres Exo Terra,79.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Grotte pour Tortues Terrestres Exo Terra,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
KAJ84RFX19Y7T,PT2930 Grotte Exo terra petite,10.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Grotte Exo terra petite,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
CPBR8Z58DNXTT,PT2931 Grotte Exo Terra Moyenne,16.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Grotte Exo Terra Moyenne,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
17WJG0DH7K25J,PT2932 Grotte Exo Terra Grande,24.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Grotte Exo Terra Grande,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
BRP7G81V0WX8T,PT2933 Grotte Exo Terra Tres Grande,35.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Grotte Exo Terra Tres Grande,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
H5XMSWXMR0NYP,PT2934 Grotte Exo Terra TTGrande,59.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Grotte Exo Terra TTGrande,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
CJ9X81QRYMRRG,PT2966 Arriere plan EX roche 36'',39.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Arriere plan EX roche 36'',"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
M8HC843J0ZC86,PT3010 Plante Croton MOYEN,11.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Plante Croton MOYEN,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
6FPDK2MWXQWZA,PT3020 Plante Croton Exo Terra Grand,16.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Plante Croton Exo Terra Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
C9VEHD226KW6Y,PT3061 Lentilles d'eau Flottantes Exo Terra,6.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Lentilles d'eau Flottantes Exo Terra,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
JVRZZJE0QM3MR,PT3083 Liane de Mousse Souple Petit,19.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Liane de Mousse Souple Petit,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
XAP3GBSRGC0NY,PT3084 Liane de Mousse  Souple Grand,27.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Liane de Mousse  Souple Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
30RZZX5YGTN50,PT3085 Liane Pliable 6pi Petit,16.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Liane Pliable 6pi Petit,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
CDKTT6NNEPZ66,PT3086 Liane Pliable 6pi Grand,23.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Liane Pliable 6pi Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
981YWJWFHKSWY,"PT3095 Mousse de Forêt, 500 g-V",15.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,"Mousse de Forêt, 500 g-V","Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
EFCZXYBTCFC92,PT3107 Sable de Lit Exo Terra Brun 4.5kg,22.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Sable de Lit Exo Terra Brun 4.5kg,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
GGJY95MDPTYV8,PT3115 Exo Terra Substrat de drainage BioDrain,17.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Substrat de drainage BioDrain,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
KHRGN09W020MT,PT3131 Exo Terra BioDrain Terrarium Draining Mesh 30x30 cm,5.29,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra BioDrain Terrarium Draining Mesh 30x30 cm,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
2V07JF75VSEY0,PT3135 Subs.Désert et Arrière-pays Rouge 5kg,18.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Subs.Désert et Arrière-pays Rouge 5kg,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
4AM91WRN2MYPC,PT3136,31.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,PT3136,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
CQV31KBQQR81Y,"PT3138 Subs.Désert et Sonora,Ocre 5kg",18.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,"Subs.Désert et Sonora,Ocre 5kg","Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
FM1Q0Z15VCYAM,PT3147 Subs.Désert et Oasis Bahariya 5kg,18.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Subs.Désert et Oasis Bahariya 5kg,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
5CCXM6MMHM2MY,PT3149 Subs.Désert et Oasis Bahariya 20kg,51.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Subs.Désert et Oasis Bahariya 20kg,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
BTYGWM7881F7M,PT3159 Exo Terra Cachette bol d'eau noix de coco,16.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Cachette bol d'eau noix de coco,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
KXHW4SEN9DKRE,PT3169  Bol a eau aztèque petit,5.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol a eau aztèque petit,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
WJY5S750GJ0C4,PT3170  Bol a eau aztèque medium,11.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol a eau aztèque medium,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
CYKNRYW89FA1M,PT3172 Rocher Humide Exo Terra MOYEN,11.50,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Rocher Humide Exo Terra MOYEN,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
H8ZNTSAN45C7G,PT3173 Rocher Humide Exo Terra GRAND,17.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Rocher Humide Exo Terra GRAND,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
RP24Z18RJGW92,PT3174 Exo Terra Frog Pond Large,24.49,animal,Amphibien,,"Asignar ""Amphibien"" en Clover",medium,Exo Terra,Exo Terra Frog Pond Large,"Nombre sugiere animal vivo → categoría Clover existente ""Amphibien""",Créer Animal (no Product)
XMHRP0ADRKK6P,PT3175 Exo Terra Frog Pond Small,17.99,animal,Amphibien,,"Asignar ""Amphibien"" en Clover",medium,Exo Terra,Exo Terra Frog Pond Small,"Nombre sugiere animal vivo → categoría Clover existente ""Amphibien""",Créer Animal (no Product)
8B474CCZP1Y0E,PT3178 Cachette et Hygroscopique bûche GRAND,39.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Cachette et Hygroscopique bûche GRAND,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
AN5F5B0145AAP,PT3183  Exo Terra Bioactive Volcanic Substratum 2kg,24.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Bioactive Volcanic Substratum 2kg,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
D3GNBWSEFBKBM,PT3184 Exo Terra Bioactive Volcanic Substratum 4kg,37.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Bioactive Volcanic Substratum 4kg,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
AHZBBD83625Z8,PT3259 Exo Terra Support Pour Coupe Aliment (PT3260-PT3261),1.79,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Support Pour Coupe Aliment (PT3260-PT3261),"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
9BW6S8ZBRAG6T,PT3261 Exo Terra Aliment Pour Geckos Diurnes,10.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Aliment Pour Geckos Diurnes,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
GYX33YJKX3GSP,PT3265  Gran. DGrub et p. ag. barbus juv. 125g,8.50,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Gran. DGrub et p. ag. barbus juv. 125g,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
JAE8FVF75KGR0,PT3550 ExoTerra Os de Seiche pour Tortues,12.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Os de Seiche pour Tortues,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
WCNCQJCW3DNCJ,"PT3778  Terrarium équipé Exo Terra pour gecko à crête, petit, L. 30 x l. 30 x H. 45 cm",239.99,animal,Lezard,,"Asignar ""Lezard"" en Clover",medium,Exo Terra,"Terrarium équipé Exo Terra pour gecko à crête, petit, L. 30 x l. 30 x H. 45 cm","Nombre sugiere animal vivo → categoría Clover existente ""Lezard""",Créer Animal (no Product)
JC1Q1GW2W2J40,PT3801,47.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,PT3801,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
06QSW7R20DXMM,PT3833 Cailloux Turtle Pebbl 10-20mm  4.5kg,25.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Cailloux Turtle Pebbl 10-20mm  4.5kg,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
HQ4TEMATXYWA6,PT4255 Rampe Haut rendement T5 UVB 8W,69.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Rampe Haut rendement T5 UVB 8W,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
214TEYK35Q6GC,PT4256 Rampe Haut rendement T5 UVB 24W,99.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Rampe Haut rendement T5 UVB 24W,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
524ARK03JF9M2,PT4257 Rampe Haut rendement T5 UVB 39W,109.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Rampe Haut rendement T5 UVB 39W,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
RK8QWT2KYARQY,PT4258 Rampe Haut rendement T5 UVB 54W,129.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Rampe Haut rendement T5 UVB 54W,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
YBB41V768DXT6,"PT4406 Pro Paludarium, S/X-Tall 45x45x90cm",359.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,"Pro Paludarium, S/X-Tall 45x45x90cm","Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
81HEFAT4FGFBP,PT4410 Paludarium M/X-tall 60*45*90 (24''*18''*36''),499.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Paludarium M/X-tall 60*45*90 (24''*18''*36''),"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
TZ048SW49XERT,Paille,32.99,review,,,Revisar manual,low,,Paille,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
62V7DS7RVB6T4,Panneau Cork 3X1,24.99,product,Decoration,decor,"Asignar ""Decoration"" en Clover",medium,,Panneau Cork 3X1,"Patrón nombre → Clover ""Decoration"" / sitio ""decor""",Bulk create Product
A61A90YMHA4R0,Party Mix Isopod Leavis Feeder (50+QTY),30.00,animal,Isopod et Araignee et Fourmis,,"Asignar ""Isopod et Araignee et Fourmis"" en Clover",medium,,Party Mix Isopod Leavis Feeder (50+QTY),"Nombre sugiere animal vivo → categoría Clover existente ""Isopod et Araignee et Fourmis""",Créer Animal (no Product)
QR6C0ADSEWK5C,Party Mix Isopod Leavis Orange/Milkback/Dairy Cow (15+QTY),16.00,animal,Isopod et Araignee et Fourmis,,"Asignar ""Isopod et Araignee et Fourmis"" en Clover",medium,,Party Mix Isopod Leavis Orange/Milkback/Dairy Cow (15+QTY),"Nombre sugiere animal vivo → categoría Clover existente ""Isopod et Araignee et Fourmis""",Créer Animal (no Product)
Q4F3QN8W873A2,Party Mix Isopod Pruinosus Blue Powder/Orange  (QTY15+),12.00,animal,Isopod et Araignee et Fourmis,,"Asignar ""Isopod et Araignee et Fourmis"" en Clover",medium,,Party Mix Isopod Pruinosus Blue Powder/Orange  (QTY15+),"Nombre sugiere animal vivo → categoría Clover existente ""Isopod et Araignee et Fourmis""",Créer Animal (no Product)
1RTNHHQ0ZWT8J,Party Mix Isopod Pruinosus Feeder (QTY 50),36.00,animal,Isopod et Araignee et Fourmis,,"Asignar ""Isopod et Araignee et Fourmis"" en Clover",medium,,Party Mix Isopod Pruinosus Feeder (QTY 50),"Nombre sugiere animal vivo → categoría Clover existente ""Isopod et Araignee et Fourmis""",Créer Animal (no Product)
WXG7R1XF2Q374,Party Mix Isopod Scaber (QTY 12),16.00,animal,Isopod et Araignee et Fourmis,,"Asignar ""Isopod et Araignee et Fourmis"" en Clover",medium,,Party Mix Isopod Scaber (QTY 12),"Nombre sugiere animal vivo → categoría Clover existente ""Isopod et Araignee et Fourmis""",Créer Animal (no Product)
E081FK0PCR82J,Pinguicula Agnata x Ping Debbertiana 'Johanna',25.00,review,,,Revisar manual,low,,Pinguicula Agnata x Ping Debbertiana 'Johanna',Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
CWZJRZ18WJMAM,Pinguicula Ehlersiae 'Victoria',25.00,review,,,Revisar manual,low,,Pinguicula Ehlersiae 'Victoria',Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
C2PGT5YAW4SC6,Pinguicula Jauvamensis x Emarginata (Red Rosette),25.00,review,,,Revisar manual,low,,Pinguicula Jauvamensis x Emarginata (Red Rosette),Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
K96QMA1AJMX7C,Pinky Pump & Probes,95.00,product,Piece Remplacement/ Electronique,equipment,"Asignar ""Piece Remplacement/ Electronique"" en Clover",medium,,Pinky Pump & Probes,"Patrón nombre → Clover ""Piece Remplacement/ Electronique"" / sitio ""equipment""",Bulk create Product
1XQ427H1PQD04,Plante Aquatique,8.99,review,,,Revisar manual,low,,Plante Aquatique,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
S77Z4F2H7SGPW,Plante Pot Bleu,30.00,review,,,Revisar manual,low,,Plante Pot Bleu,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
5PDQ3ZGTEWD5G,Plante Pot Gros Noir,15.00,review,,,Revisar manual,low,,Plante Pot Gros Noir,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
9CNF9QV2GFP6A,Plante Pot Jaune,25.00,review,,,Revisar manual,low,,Plante Pot Jaune,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
HRM1PEA1THB04,Plante Pot Petit Noir,10.00,review,,,Revisar manual,low,,Plante Pot Petit Noir,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
ZCVMQ2VJE0SSR,Plante Pot Rouge,20.00,review,,,Revisar manual,low,,Plante Pot Rouge,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
JVH0RS9ZTBZTC,Plante Pot Vert,35.00,review,,,Revisar manual,low,,Plante Pot Vert,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
M24QHHD5SR44E,Plante Pothos,7.99,review,,,Revisar manual,low,,Plante Pothos,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
T3FYR4JMM8EM2,Plante grasse / plant succulent 2 inch,10.00,review,,,Revisar manual,low,,Plante grasse / plant succulent 2 inch,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
KE1Z443S3K3RY,Plugs Pour Calypso Nozzles,1.00,review,,,Revisar manual,low,,Plugs Pour Calypso Nozzles,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
P0Q45MQ2QHGBE,Pollen d'abeille,4.25,review,,,Revisar manual,low,,Pollen d'abeille,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
R0ZRQSTJZ5CM4,Porcellio Haasi Light Form,50.00,review,,,Revisar manual,low,,Porcellio Haasi Light Form,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
ZV6EGSH8FHNH0,Poussin Poulet 1 Jour,2.99,review,,,Revisar manual,low,,Poussin Poulet 1 Jour,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
TRMAKWK388512,Probe Zoomed,5.00,review,,,Revisar manual,low,Zoo Med,Probe Zoomed,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
SZPDS7H2VYFPC,Python Royale Banana Het Pied Femelle (Asphalt/Yb),350.00,animal,Serpent,,"Asignar ""Serpent"" en Clover",medium,,Python Royale Banana Het Pied Femelle (Asphalt/Yb),"Nombre sugiere animal vivo → categoría Clover existente ""Serpent""",Créer Animal (no Product)
89NVQFHG174DA,RAREPIF250 Arcadia EarthPro InsectFuel Insect Feed 250g,29.99,review,,,Revisar manual,low,,RAREPIF250 Arcadia EarthPro InsectFuel Insect Feed 250g,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
S5BMC34BADJ24,"RARLZ24FZ Arcadia LumenIZE Pro T5 UVB Kit, D3 Forest, 6% UV-B, 24 Watt",174.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,"RARLZ24FZ Arcadia LumenIZE Pro T5 UVB Kit, D3 Forest, 6% UV-B, 24 Watt","Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
CPF8ZMC58XW8E,"RARLZ24RZ Arcadia LumenIZE Pro T5 UVB Kit, D3+ Desert, 12% UV-B, 24 Watt",174.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,"RARLZ24RZ Arcadia LumenIZE Pro T5 UVB Kit, D3+ Desert, 12% UV-B, 24 Watt","Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
FWEFRT6F5TR4A,"RARLZ39FZ Arcadia LumenIZE Pro T5 UVB Kit, D3 Forest, 6% UV-B, 39 Watt",189.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,"RARLZ39FZ Arcadia LumenIZE Pro T5 UVB Kit, D3 Forest, 6% UV-B, 39 Watt","Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
F5Q6WK14NC3N8,"RARLZ39RZ Arcadia LumenIZE Pro T5 UVB Kit, D3+ Desert, 12% UV-B, 39 Watt",189.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,"RARLZ39RZ Arcadia LumenIZE Pro T5 UVB Kit, D3+ Desert, 12% UV-B, 39 Watt","Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
D8ZQMSRA15BCE,"RARLZ54FZ Arcadia LumenIZE Pro T5 UVB Kit, D3 Forest, 6% UV-B, 54 Watt",199.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,"RARLZ54FZ Arcadia LumenIZE Pro T5 UVB Kit, D3 Forest, 6% UV-B, 54 Watt","Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
ZSVV2SSGYP1RY,"RARLZ54RZ Arcadia LumenIZE Pro T5 UVB Kit, D3+ Desert, 12% UV-B, 54 Watt",199.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,"RARLZ54RZ Arcadia LumenIZE Pro T5 UVB Kit, D3+ Desert, 12% UV-B, 54 Watt","Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
EGERSCPWZAN08,RARTP54RZ Arcadia Pro T5 UVB Kit 12% 54W,182.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,RARTP54RZ Arcadia Pro T5 UVB Kit 12% 54W,"Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
Z4TJKDZ2T799M,RC Billes d'Argile 2.5 lbs,9.99,review,,,Revisar manual,low,,Billes d'Argile 2.5 lbs,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
44XKSQGPEDK5J,RC Bois Platte 10$/Pied,10.00,product,Decoration,decor,"Asignar ""Decoration"" en Clover",medium,,Bois Platte 10$/Pied,"Patrón nombre → Clover ""Decoration"" / sitio ""decor""",Bulk create Product
XSP91SMVS9TY4,RC Bouffe Maison Insectivore,10.00,product,Nourriture,food_packaged,"Asignar ""Nourriture"" en Clover",high,,Bouffe Maison Insectivore,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",Bulk create Product
HHSFMS5YD1PB6,RC Branches Plattes 5$ Du Pied,4.99,product,Decoration,decor,"Asignar ""Decoration"" en Clover",medium,,Branches Plattes 5$ Du Pied,"Patrón nombre → Clover ""Decoration"" / sitio ""decor""",Bulk create Product
0DPRQJQ7RA1S8,RC Ceramic Heater 100W,29.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,Ceramic Heater 100W,"Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
EKGBMGJ6DA9FE,RC Ceramic Heater 150W,34.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,Ceramic Heater 150W,"Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
YQNVATZ3WHXV2,RC Ceramic Heater 250W,44.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,Ceramic Heater 250W,"Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
3PHVVV59K9SBY,RC Ceramic Heater 25W,19.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,Ceramic Heater 25W,"Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
2TKJBMR1JWT40,RC Ceramic Heater 50W,22.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,Ceramic Heater 50W,"Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
N47APX1D9EVAW,RC Ceramic Heater 75W,24.99,product,Lumiere,lighting,"Asignar ""Lumiere"" en Clover",high,,Ceramic Heater 75W,"Patrón nombre → Clover ""Lumiere"" / sitio ""lighting""",Bulk create Product
DTA37T9XT9WJA,RC Charbon (250 gr),3.99,review,,,Revisar manual,low,,Charbon (250 gr),Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
51NQ4DT839E08,RC Pierre Décorative (1KG),5.99,review,,,Revisar manual,low,,Pierre Décorative (1KG),Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
WJSV0QQ01FW4R,RC Pierre Volcanique Noire (2lbs),5.99,review,,,Revisar manual,low,,Pierre Volcanique Noire (2lbs),Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
WE9KBMTX32PGY,RC Repti Mélange 24 Qt,32.99,review,,,Revisar manual,low,,Repti Mélange 24 Qt,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
1G5Y4S6APTPPG,RC Roche Platte,9.99,product,Decoration,decor,"Asignar ""Decoration"" en Clover",medium,,Roche Platte,"Patrón nombre → Clover ""Decoration"" / sitio ""decor""",Bulk create Product
B12DD4Y6CCTT4,RFD3SD14 Arcadia ShadeDweller Max Replacement Lamp (110V),38.99,review,,,Revisar manual,low,,RFD3SD14 Arcadia ShadeDweller Max Replacement Lamp (110V),Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
J368QJ8AYM48R,RR1022 Omega One Frog and Tadpole pellets 1.2oz,5.99,animal,Amphibien,,"Asignar ""Amphibien"" en Clover",medium,,Omega One Frog and Tadpole pellets 1.2oz,"Nombre sugiere animal vivo → categoría Clover existente ""Amphibien""",Créer Animal (no Product)
EZTSDSGMVXPSM,RR4116 Mazuri Tortoise LS Diet 12oz,21.99,product,Nourriture,food_packaged,"Asignar ""Nourriture"" en Clover",high,Mazuri,Mazuri Tortoise LS Diet 12oz,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",Bulk create Product
2B2TG1F2XY8ER,RR4117 Mazuri 5E5L Tortoise Diet LS,185.00,product,Nourriture,food_packaged,"Asignar ""Nourriture"" en Clover",high,Mazuri,Mazuri 5E5L Tortoise Diet LS,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",Bulk create Product
347AHF9JT3RD8,RR4138 Komodo Tortoise Hay 24oz,15.50,review,,,Revisar manual,low,,Komodo Tortoise Hay 24oz,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
0ZDXD2YCTR446,RR4201 Komodo Twin Jelly Pot Holder,9.99,review,,,Revisar manual,low,,Komodo Twin Jelly Pot Holder,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
YNKVQ7BKPCVC4,RR4214 Komodo Mealworm Dish,5.99,product,Insecte Vivant,food_live,"Asignar ""Insecte Vivant"" en Clover",high,,Komodo Mealworm Dish,"Patrón nombre → Clover ""Insecte Vivant"" / sitio ""food_live""",Bulk create Product
ZNAFPK2K9HPFR,Ranarium Carotenoid plus 2oz,46.99,review,,,Revisar manual,low,,Ranarium Carotenoid plus 2oz,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
KPR1F9EFH9R4E,Rat Chow,69.99,animal,Rongeur,,"Asignar ""Rongeur"" en Clover",medium,,Rat Chow,"Nombre sugiere animal vivo → categoría Clover existente ""Rongeur""",Créer Animal (no Product)
4JNE76PSYZC0A,Rat Natal Fuzzy Vivant,4.00,animal,Rongeur,,"Asignar ""Rongeur"" en Clover",medium,,Rat Natal Fuzzy Vivant,"Nombre sugiere animal vivo → categoría Clover existente ""Rongeur""",Créer Animal (no Product)
Q3SN3DCPEPKHR,Rats Colossal,8.50,review,,,Revisar manual,low,,Rats Colossal,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
